CONG119,STATE,DISTRICT,TOTPOP20,NH White,NH Black plus NH Black and White,NH Asian plus NH Asian and White,NH American Indian plus NH American Indian and White,NH Pacific Islander plus NH Pacific Islander and White,NH Some Other Race plus NH Some Other Race and White,NH Other multiple-race,Hispanic,TOT_HOUS22_est,LESS_10K22_est,10K_15K22_est,15K_20K22_est,20K_25K22_est,25K_30K22_est,30K_35K22_est,35K_40K22_est,40K_45K22_est,45K_50K22_est,50K_60K22_est,60K_75K22_est,75K_100K22_est,100_125K22_est,125_150K22_est,150_200K22_est,200K_MOR22_est,Median_HH_Income_Est,BACH_PLUS_pct,FOREIGN_BORN_pct,ENG_LW_pct,Total_20_Pres_Votes_Est,G20PREDBID_pct,G20PRELJOR_pct,G20PRERTRU_pct
OH-05,OH,05,786630,0.8388,0.0478,0.0124,0.0145,0.0011,0.0097,0.0029,0.0728,314831.45,14713.65,12628.27,11656.48,13221.86,13693.81,13460.79,13138.24,12851.12,13066.95,25393.11,33126.37,43896.0,32740.42,21488.45,21304.82,18451.12,60K_75K,0.24,0.0255,0.0159,395379.43,0.3594,0.0124,0.6282
OH-06,OH,06,786630,0.8556,0.0735,0.0076,0.016,0.0004,0.0113,0.0032,0.0324,323230.92,18499.69,16812.54,15105.12,15504.36,17889.98,15449.03,14682.57,14090.84,14590.36,25795.43,33225.28,43831.69,29645.26,18395.15,17383.24,12330.39,50K_60K,0.2015,0.018,0.0104,397613.08,0.3508,0.0101,0.6391
OH-07,OH,07,786630,0.8639,0.0366,0.0361,0.012,0.0004,0.0115,0.0027,0.0368,318160.76,9636.99,7891.69,9018.02,9332.42,10462.68,10504.68,10849.01,10252.74,11193.92,24499.59,31945.59,46619.74,35759.09,25838.31,29587.87,34768.41,75K_100K,0.3705,0.0738,0.0382,428857.2,0.4491,0.0094,0.5415
OH-08,OH,08,786629,0.7447,0.1396,0.035,0.0153,0.0012,0.0098,0.0048,0.0496,302566.99,13977.36,8917.17,8601.81,11062.31,11318.59,12518.58,11344.44,11932.03,11523.05,22042.22,29774.93,42639.17,32656.97,23240.77,26598.49,24419.09,60K_75K,0.2967,0.0599,0.0324,399779.06,0.3836,0.0119,0.6045
OH-09,OH,09,786630,0.7447,0.1359,0.0168,0.0144,0.0004,0.0111,0.0045,0.0723,329263.18,19424.28,15945.09,12217.25,13328.53,15461.55,13936.36,14535.81,13655.58,14247.61,26504.33,33349.78,43536.3,31684.65,20615.41,20986.68,19833.95,60K_75K,0.2654,0.0344,0.0149,388746.38,0.4787,0.0134,0.508
OH-10,OH,10,786630,0.7075,0.1891,0.0308,0.0164,0.0009,0.0109,0.0068,0.0377,327846.33,17817.9,15756.06,13558.68,13949.38,13539.66,14169.68,14377.09,13492.09,13578.15,23912.52,32458.18,44174.6,29737.09,21462.49,22908.26,22954.49,60K_75K,0.3105,0.0563,0.0213,390444.51,0.4755,0.0137,0.5108
OH-11,OH,11,786630,0.4075,0.4538,0.0338,0.0065,0.0004,0.0101,0.0092,0.0786,353194.98,33394.44,26180.51,20304.62,17435.17,17998.53,17805.15,15481.09,15547.19,15629.57,25195.74,33473.05,36754.66,24004.75,15827.4,17772.86,20390.26,45K_50K,0.3166,0.0703,0.0426,357046.01,0.7857,0.0067,0.2075
OH-12,OH,12,786630,0.8812,0.0488,0.0191,0.0177,0.0005,0.0098,0.0037,0.0193,295417.89,13563.4,12827.45,11164.56,11259.61,11432.45,12117.44,10982.14,11435.89,11026.28,21345.97,28374.56,40616.75,30010.47,22030.0,24687.28,22543.66,60K_75K,0.2652,0.0306,0.0243,387826.28,0.3391,0.0122,0.6487
OH-13,OH,13,786630,0.7566,0.1456,0.0371,0.0154,0.0005,0.0125,0.0057,0.0266,331946.28,16021.94,14801.97,13497.76,14166.36,14717.21,13427.93,14076.56,13487.72,13661.07,24132.91,32335.21,44692.47,30811.7,21657.68,24878.68,25579.1,60K_75K,0.3246,0.0517,0.0229,404863.13,0.5087,0.0109,0.4804
OH-14,OH,14,786630,0.8593,0.0613,0.0151,0.0158,0.0005,0.0131,0.0031,0.032,320598.04,14854.43,13421.91,11695.07,13415.81,14146.74,13370.78,12901.6,13176.56,13612.9,23891.74,31553.4,43892.36,32411.14,22311.54,23297.15,22644.91,60K_75K,0.2706,0.0352,0.022,411481.14,0.42,0.0101,0.5699
OH-15,OH,15,786630,0.7316,0.1265,0.0477,0.0151,0.0007,0.0109,0.0061,0.0615,313241.98,11565.55,11188.75,9512.51,10729.74,10065.35,11004.05,11962.12,13243.53,12034.85,23891.77,33704.56,42755.17,35243.26,25344.29,27096.31,23900.17,60K_75K,0.3253,0.0903,0.0414,371668.81,0.4594,0.0134,0.5272
OK-01,OK,01,791871,0.5731,0.099,0.0394,0.1244,0.0019,0.0096,0.0144,0.1384,309370.41,16463.26,11088.53,10175.44,11543.03,15092.56,12057.13,12532.18,12996.29,12508.87,25553.63,29937.61,40088.56,30506.26,20587.16,22673.75,25566.18,60K_75K,0.3208,0.0913,0.0533,317803.49,0.3835,0.0178,0.5988
OK-02,OK,02,791871,0.6048,0.0376,0.0097,0.2722,0.0016,0.0074,0.011,0.0557,302100.13,18917.01,17435.9,15660.25,17202.66,18783.55,15059.01,14392.87,14214.19,12925.71,25228.19,30832.84,36435.39,24279.96,14799.62,14237.12,11695.86,50K_60K,0.1911,0.0297,0.0168,319486.56,0.2254,0.0122,0.7625
OK-03,OK,03,791871,0.6011,0.0582,0.0181,0.0984,0.0054,0.0079,0.0082,0.2026,294870.0,19000.72,15653.62,13600.44,14349.52,16443.1,14065.06,13587.93,12619.89,12759.88,26088.45,30419.23,37397.21,25092.0,15772.62,16012.35,12007.98,50K_60K,0.2118,0.0966,0.0665,277068.63,0.2767,0.0156,0.7077
OK-04,OK,04,791870,0.64,0.0893,0.0313,0.1126,0.0025,0.0115,0.0122,0.1006,304121.84,16329.31,12087.6,11382.38,12258.32,14455.63,12491.68,13023.26,13517.4,13072.26,26028.52,29965.33,42092.63,28970.34,21042.96,20889.95,16514.29,60K_75K,0.2692,0.0609,0.0253,309606.9,0.336,0.0165,0.6475
OK-05,OK,05,791870,0.6209,0.1282,0.0401,0.0879,0.0013,0.01,0.0127,0.0988,312248.61,15280.7,11328.36,10064.5,12763.47,13799.16,10321.12,11321.77,12918.23,13322.28,23403.21,30114.99,42323.21,29922.45,21100.63,24258.82,30005.7,60K_75K,0.37,0.0761,0.0353,324935.76,0.398,0.0177,0.5842
OR-01,OR,01,706209,0.6551,0.028,0.1154,0.021,0.0051,0.0178,0.0076,0.15,291982.76,11236.17,8264.39,7099.13,7736.52,7883.08,8717.9,8938.54,9069.06,8517.63,16601.22,24328.22,38589.13,30337.98,24947.75,33842.22,45873.83,75K_100K,0.4626,0.1639,0.0658,389463.34,0.6889,0.0182,0.2929
OR-02,OR,02,706209,0.7542,0.0107,0.0169,0.046,0.0043,0.0183,0.0046,0.1451,277634.97,14203.9,12373.91,12144.18,13106.86,12228.29,12037.8,11140.29,13186.53,11803.44,22054.28,28243.19,38723.97,25982.84,17400.18,16960.47,16044.85,60K_75K,0.2307,0.0648,0.0337,378315.21,0.3683,0.0174,0.6143
OR-03,OR,03,706209,0.6446,0.0662,0.0909,0.0223,0.0085,0.0168,0.0091,0.1416,275160.77,10779.71,9213.39,7727.44,8033.52,8498.0,8255.4,9239.83,9660.85,9163.97,17997.6,25781.54,37175.54,28765.07,23751.62,27684.9,33432.36,75K_100K,0.4024,0.1465,0.0846,383380.27,0.7317,0.0139,0.2544
OR-04,OR,04,706208,0.7905,0.0149,0.0375,0.0393,0.0042,0.0192,0.0057,0.0887,295459.68,16499.26,13678.85,12921.58,13076.45,12155.72,12176.94,13260.85,12808.92,11180.51,23330.33,29053.91,39061.91,28625.5,18806.39,19319.98,19502.58,60K_75K,0.3191,0.0663,0.0247,403973.5,0.5553,0.0181,0.4267
OR-05,OR,05,706209,0.7879,0.0148,0.0425,0.0264,0.0041,0.0186,0.005,0.1007,276734.42,10543.22,7349.78,7185.27,8513.8,8424.39,8818.48,8671.95,8975.15,9717.35,19265.45,25712.67,38150.41,30098.61,21718.19,29371.6,34218.1,75K_100K,0.3688,0.0814,0.0356,421414.29,0.5354,0.0183,0.4463
OR-06,OR,06,706212,0.6669,0.0188,0.0479,0.0279,0.0097,0.0153,0.0057,0.2077,263827.4,10191.73,8547.68,8086.4,8290.86,8135.52,8977.47,9365.53,8763.5,9259.1,19498.11,25860.48,33053.03,31011.01,21673.87,25327.84,27785.28,75K_100K,0.3436,0.1293,0.0733,363865.4,0.5559,0.0208,0.4233
PA-01,PA,01,764866,0.7986,0.0463,0.0705,0.0081,0.0005,0.0123,0.0031,0.0607,290734.67,7727.52,4789.23,5559.59,7412.0,6811.0,7096.13,7684.62,7329.84,7426.36,16003.88,23239.58,35208.39,32022.76,25977.03,38350.19,58096.54,100_125K,0.4323,0.1117,0.0495,466241.73,0.5179,0.0105,0.4715
PA-02,PA,02,764865,0.3742,0.25,0.1013,0.0043,0.0005,0.0158,0.007,0.2468,294793.6,22991.59,19801.89,14840.26,15081.24,13076.19,12752.03,11894.15,12131.95,12267.89,20635.11,25527.84,35260.32,24114.01,16596.39,17605.06,20217.7,50K_60K,0.268,0.2006,0.1772,311730.97,0.71,0.0073,0.2826
PA-03,PA,03,764864,0.3222,0.517,0.0755,0.0039,0.0006,0.0097,0.0116,0.0596,334006.57,34053.14,21661.97,15860.82,13248.48,15257.27,13349.55,11533.99,11749.75,10334.26,22405.2,30503.37,37634.57,28101.79,16293.04,21766.87,30252.51,50K_60K,0.4154,0.1085,0.0452,396743.96,0.9014,0.0061,0.0925
PA-04,PA,04,764865,0.7613,0.0892,0.0678,0.0066,0.0004,0.012,0.0044,0.0583,294937.98,8950.22,5573.56,6149.73,7243.77,7493.26,6521.54,8024.08,6670.18,8039.2,16363.64,24045.73,36705.66,31080.34,26784.98,35829.53,59462.54,100_125K,0.4765,0.0952,0.0372,456857.05,0.5892,0.011,0.3999
PA-05,PA,05,764866,0.5811,0.2544,0.0778,0.0057,0.0005,0.0106,0.007,0.063,290540.9,14072.92,9398.73,8058.15,9763.05,9040.3,11499.85,9184.78,9993.82,10395.65,17311.78,23857.31,34835.73,28920.04,21507.82,28031.32,44669.62,75K_100K,0.4116,0.131,0.0586,420258.51,0.6571,0.0086,0.3343
PA-06,PA,06,764864,0.6923,0.0634,0.0572,0.0074,0.0004,0.0121,0.0035,0.1636,286112.04,9536.81,7409.9,6618.19,8081.93,7401.45,8388.32,8016.6,7480.9,7524.92,16361.59,22405.25,33752.0,28206.37,23891.8,33126.12,57909.89,100_125K,0.4771,0.1135,0.0634,414328.77,0.5676,0.012,0.4204
PA-07,PA,07,764865,0.6858,0.0633,0.0363,0.0075,0.0004,0.0118,0.0037,0.1912,293953.28,9938.15,9626.25,9578.2,10323.19,10973.84,11326.43,10820.78,11407.79,11139.32,22332.28,26056.06,39113.63,31389.93,22720.84,28134.75,29071.82,75K_100K,0.3105,0.11,0.0812,396502.89,0.4971,0.0119,0.4909
PA-08,PA,08,764866,0.7463,0.0717,0.0239,0.0094,0.0005,0.0122,0.0045,0.1315,301276.54,15166.43,14017.75,12301.87,13207.06,13261.71,13424.17,12367.19,11835.88,11802.75,22018.27,29583.57,41331.32,29808.24,20392.36,22141.41,18616.56,60K_75K,0.2641,0.0899,0.0503,381337.26,0.4804,0.0102,0.5094
PA-09,PA,09,764864,0.8756,0.0299,0.012,0.012,0.0004,0.01,0.0021,0.0579,305147.0,13022.97,11443.26,13170.03,13940.2,13350.7,13342.62,12738.1,12980.98,12469.15,24039.27,31282.86,42467.1,31264.16,20997.61,21924.24,16713.76,60K_75K,0.222,0.0308,0.0197,386872.34,0.3101,0.0145,0.6754
PA-10,PA,10,764864,0.7123,0.116,0.051,0.0097,0.0007,0.0106,0.005,0.0947,307650.58,14314.4,8307.42,9282.37,9382.12,10628.08,10408.99,10960.54,11936.98,10974.96,22888.68,31745.37,43982.56,33407.52,23426.63,28383.75,27620.23,75K_100K,0.3319,0.0799,0.0458,399555.34,0.4721,0.0145,0.5134
PA-11,PA,11,764864,0.8181,0.0427,0.0259,0.0095,0.0005,0.0089,0.0025,0.0921,292402.22,8433.32,7202.84,7638.55,9452.83,9248.46,9968.51,9495.44,10059.56,10039.43,20507.24,31405.35,43542.65,35918.42,25910.91,26889.42,26689.27,75K_100K,0.2939,0.0557,0.0461,397051.19,0.3862,0.0151,0.5987
PA-12,PA,12,764864,0.7288,0.1649,0.0513,0.008,0.0005,0.0127,0.0063,0.0276,335807.08,21456.45,16007.98,14135.65,13276.94,14278.98,13671.85,13868.46,12858.53,12123.13,22909.64,30140.64,40158.7,32539.65,22170.25,26750.81,29459.44,60K_75K,0.3971,0.0671,0.0247,429651.59,0.5942,0.0111,0.3947
PA-13,PA,13,764864,0.8963,0.0327,0.0096,0.0128,0.0005,0.0095,0.0023,0.0365,305761.11,12491.81,12432.39,12674.56,13313.72,12680.71,13774.77,13780.55,13477.72,13429.74,24117.55,31719.08,43862.75,31924.93,21804.04,19589.4,14687.39,60K_75K,0.2114,0.0259,0.0166,400132.81,0.2679,0.012,0.7201
PA-14,PA,14,764866,0.9038,0.0426,0.0091,0.0123,0.0006,0.0131,0.0026,0.0159,320275.75,15459.17,14987.32,13865.15,14887.47,14290.25,14074.88,13441.58,13019.51,13423.94,23195.08,31387.97,43476.26,30823.99,21530.24,22450.08,19962.85,60K_75K,0.2613,0.0192,0.0082,412062.8,0.3371,0.0108,0.6521
PA-15,PA,15,764864,0.9045,0.024,0.0231,0.0131,0.0005,0.011,0.0019,0.0219,299586.3,14466.24,13134.37,13363.98,14607.43,14430.93,14299.11,13068.64,13013.91,12255.28,24641.49,31427.53,40756.47,29527.74,17682.13,17923.74,14987.33,60K_75K,0.2445,0.0329,0.0174,387851.93,0.3081,0.0137,0.6782
PA-16,PA,16,764865,0.8702,0.055,0.0175,0.0129,0.0004,0.0145,0.0029,0.0267,312397.49,14796.7,14028.13,13928.28,14904.94,15191.02,13866.55,12452.21,12300.83,12590.32,23787.79,30782.04,40520.94,31767.72,19838.64,21528.26,20113.13,60K_75K,0.2895,0.0307,0.0175,406695.01,0.3903,0.013,0.5967
PA-17,PA,17,764864,0.819,0.0884,0.0408,0.0097,0.0004,0.0131,0.0044,0.0241,328343.93,12799.17,10732.01,10269.6,11472.65,11199.86,10927.72,11632.27,10872.87,12728.71,22763.53,31161.45,42609.96,32668.39,24898.28,32488.06,39119.41,75K_100K,0.4334,0.0541,0.0167,454478.42,0.523,0.0123,0.4647
RI-01,RI,01,548078,0.639,0.072,0.0432,0.0089,0.0006,0.0246,0.026,0.1856,215362.45,10445.28,11240.97,8185.0,7947.79,7980.95,7852.84,6714.38,7176.63,7766.87,12224.34,18441.67,26491.02,22306.43,16742.51,20046.08,23799.68,75K_100K,0.365,0.1869,0.1028,238451.6,0.6415,0.0095,0.349
RI-02,RI,02,549301,0.7352,0.0445,0.039,0.0113,0.0005,0.0144,0.0088,0.1463,216856.55,9236.72,8455.03,6940.0,6406.21,5750.05,6505.16,5860.62,6146.37,6952.13,14058.66,18912.33,29482.98,24061.57,19885.49,23125.92,25077.32,75K_100K,0.3606,0.1222,0.0663,274010.59,0.564,0.0102,0.4259
SC-01,SC,01,731203,0.6822,0.1781,0.0251,0.0145,0.0012,0.0119,0.0055,0.0815,288190.65,12086.61,6861.76,7182.49,8863.21,8440.92,9583.65,8734.45,8816.66,10105.47,19547.86,27550.15,40738.58,32838.8,23793.73,26954.89,36091.42,75K_100K,0.4103,0.0696,0.0281,381743.07,0.45,0.0133,0.5367
SC-02,SC,02,731203,0.611,0.2605,0.0268,0.0158,0.0011,0.0083,0.0062,0.0703,290406.02,15802.09,10214.91,9609.62,10548.44,11489.83,12046.94,12235.36,11487.09,12432.59,23312.64,27163.62,40325.74,27934.15,19158.73,22770.03,23874.25,60K_75K,0.3494,0.064,0.0254,365123.73,0.4409,0.0119,0.5472
SC-03,SC,03,731204,0.7173,0.1817,0.014,0.0168,0.0006,0.0078,0.0038,0.0581,286065.2,16710.32,14667.3,14081.28,14661.77,13316.0,13431.44,14305.73,12453.33,11673.34,21617.07,28495.61,36322.07,26196.25,16349.15,16283.58,15500.96,50K_60K,0.2524,0.0445,0.0221,347286.16,0.3066,0.0111,0.6824
SC-04,SC,04,731204,0.6409,0.1943,0.0306,0.0135,0.001,0.0091,0.0044,0.1062,290490.07,15614.25,10532.95,10609.2,10514.68,11500.22,13414.95,12099.53,11314.86,11958.25,23377.79,28751.91,40136.52,27561.51,17978.66,21779.98,23344.82,60K_75K,0.3495,0.092,0.0493,345848.6,0.3995,0.0149,0.5856
SC-05,SC,05,731204,0.6413,0.2494,0.0235,0.0173,0.0007,0.0083,0.0051,0.0545,284176.22,14976.55,12169.07,12021.26,12494.63,12458.86,12714.49,11262.34,11272.92,10104.16,21976.59,28280.81,35347.07,27581.24,18822.42,21863.43,20830.38,60K_75K,0.2769,0.0534,0.0192,364311.92,0.4037,0.0103,0.586
SC-06,SC,06,731204,0.4158,0.4782,0.019,0.0101,0.0011,0.0066,0.0068,0.0624,293865.1,27216.28,16731.58,15024.58,15276.21,14229.9,14898.67,14519.22,13112.42,12893.88,22676.19,29135.53,33426.63,21606.83,13434.82,14410.85,15271.51,50K_60K,0.2786,0.0559,0.0269,334796.93,0.6564,0.0097,0.3338
SC-07,SC,07,731203,0.6386,0.2683,0.0137,0.0162,0.0008,0.0079,0.0049,0.0495,289891.75,20276.92,14185.44,13846.57,15178.06,15135.26,14332.86,13675.37,13858.71,13075.3,23711.86,29399.38,35486.39,22866.22,15312.5,15373.25,14177.66,50K_60K,0.229,0.0495,0.0206,365448.84,0.403,0.0068,0.5902
SD-AT-LARGE,SD,AT-LARGE,886667,0.7958,0.0256,0.019,0.1029,0.001,0.0085,0.0035,0.0437,351182.0,14690.0,12855.0,12452.0,13265.0,14251.0,14508.0,14089.0,13529.0,15433.0,28468.0,34196.0,52841.0,37591.0,24253.0,26048.0,22713.0,60K_75K,0.3037,0.0429,0.0196,422608.19,0.3561,0.0263,0.6177
TN-01,TN,01,767871,0.8787,0.0292,0.011,0.0215,0.0008,0.0079,0.0022,0.0486,312740.37,17585.4,17618.0,18526.02,16674.02,15958.61,15598.66,15405.0,14611.08,14708.0,24595.47,32044.87,39026.18,25643.39,15657.32,15012.35,14076.0,50K_60K,0.2255,0.0346,0.0172,333738.65,0.2221,0.0092,0.7687
TN-02,TN,02,767871,0.8212,0.0678,0.0226,0.0207,0.0008,0.0094,0.0034,0.0541,310781.87,15547.22,13493.24,11492.97,13485.34,13568.53,13582.63,12871.71,12403.9,12963.16,22351.77,31406.75,41206.33,33080.96,19434.57,20599.06,23293.75,60K_75K,0.3271,0.053,0.0221,353700.48,0.3469,0.0119,0.6412
TN-03,TN,03,767871,0.7781,0.1095,0.0187,0.0227,0.0008,0.0087,0.0037,0.0578,308067.12,14806.22,16019.44,12278.23,13870.52,13057.25,14110.48,14242.2,13119.62,12254.56,23362.63,29887.27,41071.78,29779.18,19182.18,20459.46,20566.12,60K_75K,0.274,0.0507,0.0261,345822.42,0.3336,0.0115,0.6549
TN-04,TN,04,767872,0.7586,0.1037,0.024,0.0197,0.0007,0.0087,0.004,0.0806,286305.63,13484.55,11308.5,10898.83,11428.2,11344.31,11716.59,12118.34,12582.68,13522.65,24767.85,30309.03,41618.78,28725.38,17962.29,20977.65,13540.0,60K_75K,0.2436,0.0628,0.0351,321789.47,0.3047,0.0101,0.6852
TN-05,TN,05,767871,0.6918,0.1274,0.0498,0.0136,0.0008,0.0095,0.004,0.103,295782.59,11076.38,6306.33,7190.12,8177.3,8178.52,8397.44,9925.55,10709.09,9725.53,20803.82,25676.08,39556.83,32132.97,23581.59,29366.06,44978.96,75K_100K,0.4604,0.1219,0.065,360220.12,0.4374,0.0108,0.5518
TN-06,TN,06,767871,0.777,0.0983,0.0151,0.0191,0.0008,0.0089,0.0036,0.0773,310499.4,16017.06,13693.07,12894.29,13988.81,13026.13,13669.82,14521.7,13140.21,13193.15,24748.9,32424.49,42965.97,28814.94,18744.77,20686.89,17969.18,60K_75K,0.2718,0.059,0.0339,345263.28,0.3482,0.0097,0.6421
TN-07,TN,07,767871,0.6944,0.1703,0.0259,0.0174,0.002,0.0099,0.0058,0.0744,296787.65,15585.44,10665.78,10617.21,9552.44,11307.32,11612.88,12289.7,11366.64,13206.38,23499.38,30962.32,41618.9,29846.42,20400.66,21100.39,23155.8,60K_75K,0.3221,0.0647,0.0236,324878.91,0.4175,0.012,0.5705
TN-08,TN,08,767871,0.7293,0.1828,0.0244,0.0154,0.0005,0.008,0.0035,0.0362,293492.01,15297.67,15204.33,13612.46,12716.05,12526.36,13196.84,11614.62,10862.76,12019.27,22413.88,26088.55,37423.2,26516.96,18413.53,19329.45,26256.09,60K_75K,0.2848,0.0412,0.0156,358219.24,0.3087,0.0075,0.6838
TN-09,TN,09,767871,0.2525,0.6113,0.0231,0.0075,0.0005,0.0064,0.0068,0.0919,299178.35,25239.06,17903.3,13908.88,15965.33,15671.97,13869.65,15574.19,13955.01,13151.3,24785.32,28560.64,32890.02,22691.8,16190.08,14677.69,14144.1,50K_60K,0.2689,0.0698,0.039,282429.65,0.7416,0.0055,0.2529
TX-01,TX,01,766987,0.5999,0.1844,0.014,0.0197,0.0007,0.0081,0.0037,0.1696,279559.7,16593.04,13142.82,13229.32,12454.37,13723.7,12943.02,11727.42,10643.21,11172.87,21696.03,28997.0,36394.9,24057.93,17644.48,18397.9,16741.71,60K_75K,0.2185,0.0808,0.0546,325193.31,0.2655,0.0092,0.7253
TX-02,TX,02,766987,0.4935,0.1194,0.0515,0.0135,0.0019,0.0121,0.005,0.3031,263019.86,8906.32,4586.07,5023.21,6542.14,6426.73,7338.01,6318.56,7104.34,7920.67,16329.19,23721.01,33148.77,27939.74,23556.2,33753.86,44405.06,75K_100K,0.3925,0.1716,0.0857,320283.97,0.38,0.0116,0.6083
TX-03,TX,03,766987,0.5597,0.1022,0.1407,0.0181,0.0012,0.0111,0.0051,0.1618,265499.05,7602.15,3486.54,4755.28,5013.64,5498.98,5834.01,6863.84,6224.52,6674.74,12994.09,21038.21,32450.55,27909.25,24661.96,38333.99,56157.32,100_125K,0.4842,0.185,0.0761,361407.03,0.4213,0.0129,0.5658
TX-04,TX,04,766987,0.5951,0.097,0.1244,0.0246,0.0009,0.0106,0.0047,0.1428,290029.1,10299.61,7487.05,7680.47,8708.25,8327.83,8927.33,8428.05,8764.78,8737.15,18912.36,25605.4,35474.27,29991.13,24612.57,32110.15,45962.7,75K_100K,0.4316,0.1705,0.066,343666.57,0.3647,0.0103,0.625
TX-05,TX,05,766987,0.4792,0.1453,0.0498,0.0175,0.0007,0.0083,0.0041,0.2952,263213.48,10785.65,8801.57,8046.19,8702.63,9407.14,9633.87,10471.6,10403.28,10508.33,19163.72,28135.41,36302.44,28624.44,21719.46,22771.16,19736.58,60K_75K,0.2262,0.1677,0.1122,297288.01,0.3829,0.0091,0.6079
TX-06,TX,06,766987,0.4492,0.1432,0.0393,0.0154,0.002,0.0084,0.0041,0.3383,254767.3,9880.61,7516.02,7088.33,9009.23,11141.19,9608.98,9791.17,9094.59,10267.89,18449.5,26773.42,35191.86,26381.67,21873.59,22506.86,20192.41,60K_75K,0.2421,0.1766,0.1289,280708.11,0.3751,0.0101,0.6148
TX-07,TX,07,766987,0.2744,0.1939,0.2089,0.0049,0.0006,0.0105,0.0061,0.3007,309611.97,16101.0,9115.34,9407.24,11902.72,13054.35,11908.0,11901.97,12490.9,11541.31,20621.98,29651.32,34847.2,25911.18,19196.31,24103.36,47857.77,60K_75K,0.4905,0.4015,0.2145,278481.95,0.6442,0.01,0.3458
TX-08,TX,08,766987,0.4506,0.1306,0.0628,0.0145,0.0009,0.0106,0.0046,0.3253,258302.66,9533.89,5642.88,5613.47,8226.04,8612.82,8332.83,7803.64,8540.42,9136.74,16881.28,24848.86,35269.72,29318.86,21452.22,27461.16,31627.82,75K_100K,0.3152,0.2018,0.1187,311392.23,0.3586,0.0101,0.6314
TX-09,TX,09,766987,0.1242,0.3636,0.1011,0.0036,0.0004,0.0073,0.0067,0.3931,272327.3,17037.68,11350.65,8687.6,12295.66,12619.14,14787.93,11476.09,10576.48,11950.84,20947.42,27071.35,34800.12,23959.71,15685.64,19112.17,19968.8,60K_75K,0.3092,0.294,0.2041,255617.97,0.7646,0.0071,0.2283
TX-10,TX,10,766987,0.5603,0.0999,0.0611,0.0137,0.0009,0.0115,0.0032,0.2494,280444.88,17186.97,9744.14,7421.07,9041.16,10421.35,8653.48,9977.21,8604.78,9510.03,18621.37,24559.01,33504.16,24787.41,21222.79,26514.48,40675.48,75K_100K,0.3952,0.1321,0.0695,338582.63,0.3986,0.0141,0.5873
TX-11,TX,11,766987,0.4367,0.1178,0.0246,0.0146,0.0052,0.0088,0.0066,0.3858,289401.74,15759.55,10670.91,10149.8,10472.35,13506.81,11563.49,11181.25,11740.36,11565.49,22744.58,28163.21,39012.36,27612.61,20255.6,22113.85,22889.53,60K_75K,0.2344,0.118,0.0838,267271.97,0.2918,0.012,0.6962
TX-12,TX,12,766987,0.549,0.1216,0.0485,0.0187,0.0017,0.0096,0.0049,0.246,286053.06,11777.25,7146.07,7272.48,8358.4,9841.08,10052.01,9046.95,10683.26,9543.8,20191.82,28561.51,38788.8,32882.51,22758.06,27593.4,31555.64,75K_100K,0.3353,0.1183,0.0668,323938.48,0.4023,0.0135,0.5842
TX-13,TX,13,766987,0.5812,0.0726,0.0283,0.0229,0.0008,0.0087,0.0038,0.2815,283699.98,15063.39,11580.3,12161.52,12373.14,13426.36,12543.81,12652.17,12219.34,11846.77,20123.69,28399.42,37993.04,27897.74,18581.36,19440.18,17397.75,60K_75K,0.2497,0.1108,0.0706,298501.74,0.2653,0.0131,0.7215
TX-14,TX,14,766987,0.5273,0.1602,0.0333,0.0145,0.0007,0.0092,0.0035,0.2514,283480.95,15041.62,10586.48,10342.73,10057.54,10781.27,10879.98,9975.47,9840.31,9634.47,19820.83,25354.93,34929.02,28801.53,21804.35,25708.4,29922.02,60K_75K,0.2505,0.1076,0.0668,313373.97,0.3511,0.0117,0.6372
TX-15,TX,15,766987,0.1528,0.011,0.0119,0.0042,0.0003,0.0049,0.0009,0.814,239054.42,18674.85,13708.95,13583.63,12921.15,13755.78,10391.89,10116.19,9971.67,8991.36,17626.19,21368.65,27002.89,21036.72,13455.85,13088.06,13360.59,50K_60K,0.2179,0.2371,0.2496,226370.6,0.4823,0.0065,0.5112
TX-16,TX,16,766986,0.1173,0.032,0.0155,0.0048,0.002,0.0047,0.0025,0.8212,264185.09,19475.31,15426.18,12676.52,13149.53,12511.94,13423.75,10911.32,12006.69,10930.47,20491.85,28428.83,30462.68,22432.44,14302.05,14876.78,12678.74,50K_60K,0.2612,0.2456,0.2773,242827.11,0.6731,0.01,0.3169
TX-17,TX,17,766987,0.5299,0.1591,0.0299,0.0145,0.0011,0.0093,0.0037,0.2525,280772.9,18278.39,12244.06,11702.97,12348.09,13390.03,11898.39,11774.13,11100.83,10980.35,21834.94,27199.98,34088.57,26727.94,18212.35,21388.55,17603.33,60K_75K,0.2542,0.1024,0.0791,301905.55,0.3808,0.0122,0.6071
TX-18,TX,18,766987,0.1668,0.3281,0.0524,0.0047,0.0012,0.0069,0.0063,0.4336,275813.55,19850.34,13593.1,12170.11,12563.25,12323.88,13058.53,11600.2,11557.28,12051.45,21252.64,24671.34,31569.37,21291.08,15273.7,19275.42,23711.87,50K_60K,0.2688,0.2511,0.1879,240047.01,0.7388,0.0098,0.2515
